session_date,observation_date,equity_pc_ratio,index_pc_ratio,total_pc_ratio,equity_call_volume,equity_put_volume,index_call_volume,index_put_volume,total_call_volume,total_put_volume,equity_pc_change_1d,index_pc_change_1d,total_pc_change_1d,equity_pc_change_5d,index_pc_change_5d,total_pc_change_5d,index_minus_equity_pc,total_minus_equity_pc,equity_pc_ratio_rank_252,index_pc_ratio_rank_252,total_pc_ratio_rank_252,equity_pc_change_1d_rank_252,index_pc_change_1d_rank_252,total_pc_change_1d_rank_252,equity_pc_change_5d_rank_252,index_pc_change_5d_rank_252,total_pc_change_5d_rank_252,index_minus_equity_pc_rank_252,total_minus_equity_pc_rank_252
2012-12-05,2012-12-04,0.81,1.23,1.04,737881.0,595184.0,1448501.0,1783495.0,1455286.0,1516773.0,0.2400000000000001,0.0,0.22000000000000008,0.17000000000000004,0.0,0.41000000000000003,0.41999999999999993,0.22999999999999998,0.9365079365079365,0.39880952380952384,0.7896825396825397,1.0,0.5257936507936508,0.9404761904761905,0.9265873015873016,0.5257936507936508,1.0,0.06944444444444445,0.3115079365079365
2012-12-06,2012-12-05,0.6,1.23,0.87,1154784.0,692004.0,1448501.0,1783495.0,1955364.0,1692751.0,-0.21000000000000008,0.0,-0.17000000000000004,0.0,0.0,0.040000000000000036,0.63,0.27,0.25992063492063494,0.4007936507936508,0.3412698412698413,0.01984126984126984,0.5277777777777778,0.0873015873015873,0.498015873015873,0.5277777777777778,0.6150793650793651,0.5873015873015873,0.5158730158730159
2012-12-07,2012-12-06,0.67,1.23,0.92,875270.0,589825.0,1448501.0,1783495.0,1544080.0,1421986.0,0.07000000000000006,0.0,0.050000000000000044,0.050000000000000044,0.0,-0.08999999999999997,0.5599999999999999,0.25,0.5734126984126984,0.4027777777777778,0.4722222222222222,0.7777777777777778,0.5257936507936508,0.6666666666666666,0.6626984126984127,0.5257936507936508,0.3055555555555556,0.3869047619047619,0.4305555555555556
2012-12-10,2012-12-07,0.64,1.23,0.8,963736.0,618237.0,1448501.0,1783495.0,2023914.0,1615377.0,-0.030000000000000027,0.0,-0.12,-0.08999999999999997,0.0,-0.3599999999999999,0.59,0.16000000000000003,0.44246031746031744,0.40476190476190477,0.12896825396825398,0.36904761904761907,0.5238095238095238,0.18055555555555555,0.22420634920634921,0.5277777777777778,0.01984126984126984,0.4781746031746032,0.08928571428571429
2012-12-11,2012-12-10,0.62,1.23,0.9,631082.0,393857.0,1448501.0,1783495.0,1357801.0,1224163.0,-0.020000000000000018,0.0,0.09999999999999998,0.050000000000000044,0.0,0.08000000000000007,0.61,0.28,0.3611111111111111,0.40674603174603174,0.43452380952380953,0.4126984126984127,0.5218253968253969,0.7678571428571429,0.6607142857142857,0.5297619047619048,0.7043650793650794,0.5416666666666666,0.5694444444444444
2012-12-12,2012-12-11,0.59,1.23,0.84,804092.0,476050.0,1448501.0,1783495.0,1854053.0,1562827.0,-0.030000000000000027,0.0,-0.06000000000000005,-0.22000000000000008,0.0,-0.20000000000000007,0.64,0.25,0.22023809523809523,0.4087301587301587,0.24603174603174602,0.37103174603174605,0.5238095238095238,0.34325396825396826,0.03968253968253968,0.5317460317460317,0.11904761904761904,0.626984126984127,0.4365079365079365
2012-12-13,2012-12-12,0.61,1.23,0.89,849253.0,519336.0,1448501.0,1783495.0,1853990.0,1643101.0,0.020000000000000018,0.0,0.050000000000000044,0.010000000000000009,0.0,0.020000000000000018,0.62,0.28,0.31547619047619047,0.40674603174603174,0.40476190476190477,0.5793650793650794,0.5218253968253969,0.6646825396825397,0.5218253968253969,0.5297619047619048,0.5674603174603174,0.5694444444444444,0.5714285714285714
2012-12-14,2012-12-13,0.61,1.23,0.84,824832.0,503724.0,1448501.0,1783495.0,1785566.0,1505678.0,0.0,0.0,-0.050000000000000044,-0.06000000000000005,0.0,-0.08000000000000007,0.62,0.22999999999999998,0.31547619047619047,0.4087301587301587,0.24801587301587302,0.49206349206349204,0.5238095238095238,0.36706349206349204,0.2976190476190476,0.5277777777777778,0.31746031746031744,0.5714285714285714,0.31746031746031744
2012-12-17,2012-12-14,0.7,1.23,0.89,804531.0,562311.0,1448501.0,1783495.0,1848530.0,1644900.0,0.08999999999999997,0.0,0.050000000000000044,0.05999999999999994,0.0,0.08999999999999997,0.53,0.19000000000000006,0.6825396825396826,0.40674603174603174,0.4107142857142857,0.8234126984126984,0.5218253968253969,0.6666666666666666,0.6765873015873016,0.5257936507936508,0.7162698412698413,0.30357142857142855,0.17261904761904762
2012-12-18,2012-12-17,0.6,1.23,0.71,813761.0,486331.0,1448501.0,1783495.0,1835534.0,1297902.0,-0.09999999999999998,0.0,-0.18000000000000005,-0.020000000000000018,0.0,-0.19000000000000006,0.63,0.10999999999999999,0.2619047619047619,0.40476190476190477,0.023809523809523808,0.14484126984126985,0.5198412698412699,0.07539682539682539,0.4305555555555556,0.5238095238095238,0.12103174603174603,0.6051587301587301,0.021825396825396824
2012-12-19,2012-12-18,0.51,1.23,0.85,1140797.0,578498.0,1448501.0,1783495.0,2776603.0,2355646.0,-0.08999999999999997,0.0,0.14,-0.07999999999999996,0.0,0.010000000000000009,0.72,0.33999999999999997,0.025793650793650792,0.40674603174603174,0.2876984126984127,0.16865079365079366,0.5218253968253969,0.8492063492063492,0.2361111111111111,0.5218253968253969,0.5376984126984127,0.7996031746031746,0.7559523809523809
2012-12-20,2012-12-19,0.64,1.23,0.97,892004.0,568462.0,1448501.0,1783495.0,2290281.0,2215882.0,0.13,0.0,0.12,0.030000000000000027,0.0,0.07999999999999996,0.59,0.32999999999999996,0.4523809523809524,0.4087301587301587,0.6349206349206349,0.9107142857142857,0.5198412698412699,0.8035714285714286,0.5972222222222222,0.5238095238095238,0.6904761904761905,0.4722222222222222,0.7202380952380952
2012-12-21,2012-12-20,0.64,1.23,0.86,879313.0,566642.0,1448501.0,1783495.0,2438870.0,2087038.0,0.0,0.0,-0.10999999999999999,0.030000000000000027,0.0,0.020000000000000018,0.59,0.21999999999999997,0.45436507936507936,0.40674603174603174,0.3273809523809524,0.49404761904761907,0.5178571428571429,0.20634920634920634,0.5992063492063492,0.5218253968253969,0.5615079365079365,0.47023809523809523,0.2619047619047619
2012-12-26,2012-12-24,0.65,1.23,0.97,370957.0,239914.0,1448501.0,1783495.0,722992.0,701932.0,0.010000000000000009,0.0,0.10999999999999999,-0.04999999999999993,0.0,0.07999999999999996,0.58,0.31999999999999995,0.5,0.40476190476190477,0.6329365079365079,0.5337301587301587,0.5198412698412699,0.7777777777777778,0.3392857142857143,0.5198412698412699,0.6884920634920635,0.4305555555555556,0.6805555555555556
2012-12-27,2012-12-26,0.74,1.23,0.96,590139.0,436280.0,1448501.0,1783495.0,1293072.0,1241836.0,0.08999999999999997,0.0,-0.010000000000000009,0.14,0.0,0.25,0.49,0.21999999999999997,0.8075396825396826,0.4027777777777778,0.5972222222222222,0.8214285714285714,0.5218253968253969,0.49404761904761907,0.8809523809523809,0.5178571428571429,0.9226190476190477,0.17857142857142858,0.25595238095238093
2012-12-28,2012-12-27,0.68,1.23,1.06,704225.0,480578.0,1448501.0,1783495.0,1712244.0,1816172.0,-0.05999999999999994,0.0,0.10000000000000009,0.17000000000000004,0.0,0.21000000000000008,0.5499999999999999,0.38,0.6309523809523809,0.40476190476190477,0.8432539682539683,0.26587301587301587,0.5238095238095238,0.7698412698412699,0.9285714285714286,0.5198412698412699,0.8888888888888888,0.34523809523809523,0.8829365079365079
2012-12-31,2012-12-28,0.64,1.23,1.08,672136.0,429236.0,1448501.0,1783495.0,1642696.0,1780782.0,-0.040000000000000036,0.0,0.020000000000000018,0.0,0.0,0.1100000000000001,0.59,0.44000000000000006,0.4523809523809524,0.4027777777777778,0.876984126984127,0.32341269841269843,0.5218253968253969,0.5595238095238095,0.49603174603174605,0.5178571428571429,0.7738095238095238,0.4742063492063492,0.9702380952380952
2013-01-02,2012-12-31,0.62,1.23,1.02,777569.0,485969.0,1448501.0,1783495.0,2068097.0,2118784.0,-0.020000000000000018,0.0,-0.06000000000000005,-0.020000000000000018,0.0,0.16000000000000003,0.61,0.4,0.36706349206349204,0.40476190476190477,0.7777777777777778,0.4107142857142857,0.5238095238095238,0.3412698412698413,0.43253968253968256,0.5198412698412699,0.8373015873015873,0.5436507936507936,0.9226190476190477
2013-01-03,2013-01-02,0.55,1.23,0.97,1031381.0,567180.0,1448501.0,1783495.0,2537978.0,2467062.0,-0.06999999999999995,0.0,-0.050000000000000044,-0.09999999999999998,0.0,0.0,0.6799999999999999,0.41999999999999993,0.12103174603174603,0.40674603174603174,0.6349206349206349,0.23015873015873015,0.5218253968253969,0.36904761904761907,0.19246031746031747,0.5218253968253969,0.503968253968254,0.7261904761904762,0.9365079365079365
2013-01-04,2013-01-03,0.53,1.23,0.84,1023718.0,542126.0,1448501.0,1783495.0,2328033.0,1952112.0,-0.020000000000000018,0.0,-0.13,-0.20999999999999996,0.0,-0.12,0.7,0.30999999999999994,0.05952380952380952,0.4087301587301587,0.25396825396825395,0.4166666666666667,0.5238095238095238,0.16071428571428573,0.051587301587301584,0.5238095238095238,0.21825396825396826,0.7757936507936508,0.6527777777777778
2013-01-07,2013-01-04,0.64,1.23,0.82,929392.0,596575.0,1448501.0,1783495.0,2089689.0,1716520.0,0.10999999999999999,0.0,-0.020000000000000018,-0.040000000000000036,0.0,-0.2400000000000001,0.59,0.17999999999999994,0.4662698412698413,0.4107142857142857,0.1865079365079365,0.8849206349206349,0.5218253968253969,0.4623015873015873,0.36507936507936506,0.5218253968253969,0.057539682539682536,0.4642857142857143,0.12301587301587301
2013-01-08,2013-01-07,0.68,1.23,0.89,690162.0,469158.0,1448501.0,1783495.0,1727607.0,1538180.0,0.040000000000000036,0.0,0.07000000000000006,0.040000000000000036,0.0,-0.19000000000000006,0.5499999999999999,0.20999999999999996,0.6448412698412699,0.4087301587301587,0.4246031746031746,0.6765873015873016,0.5198412698412699,0.6924603174603174,0.6468253968253969,0.5238095238095238,0.11904761904761904,0.3392857142857143,0.2261904761904762
2013-01-09,2013-01-08,0.78,1.23,0.95,693048.0,543080.0,1448501.0,1783495.0,1686739.0,1608435.0,0.09999999999999998,0.0,0.05999999999999994,0.16000000000000003,0.0,-0.07000000000000006,0.44999999999999996,0.16999999999999993,0.9047619047619048,0.40674603174603174,0.5773809523809523,0.8551587301587301,0.5178571428571429,0.6686507936507936,0.9186507936507936,0.5218253968253969,0.3412698412698413,0.09722222222222222,0.0992063492063492
2013-01-10,2013-01-09,0.61,1.23,0.85,847872.0,520752.0,1448501.0,1783495.0,1733456.0,1481129.0,-0.17000000000000004,0.0,-0.09999999999999998,0.05999999999999994,0.0,-0.12,0.62,0.24,0.31547619047619047,0.4087301587301587,0.29365079365079366,0.031746031746031744,0.5198412698412699,0.2400793650793651,0.6904761904761905,0.5238095238095238,0.22023809523809523,0.5773809523809523,0.4007936507936508
2013-01-11,2013-01-10,0.66,1.23,0.78,937748.0,621614.0,1448501.0,1783495.0,2090163.0,1635643.0,0.050000000000000044,0.0,-0.06999999999999995,0.13,0.0,-0.05999999999999994,0.57,0.12,0.5535714285714286,0.4107142857142857,0.09523809523809523,0.7142857142857143,0.5178571428571429,0.31547619047619047,0.8551587301587301,0.5218253968253969,0.38492063492063494,0.4107142857142857,0.031746031746031744
2013-01-14,2013-01-11,0.63,1.23,0.72,863049.0,545871.0,1448501.0,1783495.0,2170630.0,1570976.0,-0.030000000000000027,0.0,-0.06000000000000005,-0.010000000000000009,0.0,-0.09999999999999998,0.6,0.08999999999999997,0.4166666666666667,0.4087301587301587,0.027777777777777776,0.35714285714285715,0.5158730158730159,0.3412698412698413,0.4662698412698413,0.5198412698412699,0.2777777777777778,0.503968253968254,0.013888888888888888
2013-01-15,2013-01-14,0.52,1.23,0.81,939954.0,486423.0,1448501.0,1783495.0,1758601.0,1423372.0,-0.10999999999999999,0.0,0.09000000000000008,-0.16000000000000003,0.0,-0.07999999999999996,0.71,0.29000000000000004,0.04365079365079365,0.4107142857142857,0.16666666666666666,0.1349206349206349,0.5178571428571429,0.7638888888888888,0.08928571428571429,0.5218253968253969,0.32936507936507936,0.7916666666666666,0.625
2013-01-16,2013-01-15,0.67,1.23,1.03,868787.0,582208.0,1448501.0,1783495.0,1788233.0,1849001.0,0.15000000000000002,0.0,0.21999999999999997,-0.10999999999999999,0.0,0.08000000000000007,0.5599999999999999,0.36,0.6071428571428571,0.4087301587301587,0.8075396825396826,0.9365079365079365,0.5158730158730159,0.9523809523809523,0.1765873015873016,0.5238095238095238,0.7142857142857143,0.373015873015873,0.8154761904761905
2013-01-17,2013-01-16,0.75,1.23,0.87,890353.0,670859.0,1448501.0,1783495.0,2083405.0,1821163.0,0.07999999999999996,0.0,-0.16000000000000003,0.14,0.0,0.020000000000000018,0.48,0.12,0.8492063492063492,0.4107142857142857,0.37896825396825395,0.7916666666666666,0.5178571428571429,0.09523809523809523,0.8809523809523809,0.5257936507936508,0.5714285714285714,0.15079365079365079,0.037698412698412696
2013-01-18,2013-01-17,0.61,1.23,0.79,1007254.0,611928.0,1448501.0,1783495.0,2469886.0,1945958.0,-0.14,0.0,-0.07999999999999996,-0.050000000000000044,0.0,0.010000000000000009,0.62,0.18000000000000005,0.31746031746031744,0.4107142857142857,0.11904761904761904,0.07539682539682539,0.5158730158730159,0.30158730158730157,0.31547619047619047,0.5238095238095238,0.5396825396825397,0.5873015873015873,0.15674603174603174
2013-01-22,2013-01-18,0.54,1.23,0.75,1187424.0,637024.0,1448501.0,1783495.0,2628407.0,1960682.0,-0.06999999999999995,0.0,-0.040000000000000036,-0.08999999999999997,0.0,0.030000000000000027,0.69,0.20999999999999996,0.0873015873015873,0.4087301587301587,0.05952380952380952,0.23214285714285715,0.5138888888888888,0.39880952380952384,0.20833333333333334,0.5218253968253969,0.6031746031746031,0.7559523809523809,0.24603174603174602
2013-01-23,2013-01-22,0.68,1.23,0.94,929497.0,635146.0,1448501.0,1783495.0,1979643.0,1863698.0,0.14,0.0,0.18999999999999995,0.16000000000000003,0.0,0.1299999999999999,0.5499999999999999,0.2599999999999999,0.6547619047619048,0.4107142857142857,0.5634920634920635,0.9285714285714286,0.5158730158730159,0.9246031746031746,0.9166666666666666,0.5198412698412699,0.8015873015873016,0.3333333333333333,0.4880952380952381
2013-01-24,2013-01-23,0.69,1.23,0.89,816558.0,566364.0,1448501.0,1783495.0,1922458.0,1714709.0,0.009999999999999898,0.0,-0.04999999999999993,0.019999999999999907,0.0,-0.14,0.54,0.20000000000000007,0.6845238095238095,0.4087301587301587,0.43452380952380953,0.5138888888888888,0.5138888888888888,0.37896825396825395,0.5456349206349206,0.5178571428571429,0.17261904761904762,0.3055555555555556,0.21825396825396826
2013-01-25,2013-01-24,0.65,1.23,0.88,1108726.0,720079.0,1448501.0,1783495.0,2609965.0,2291262.0,-0.039999999999999925,0.0,-0.010000000000000009,-0.09999999999999998,0.0,0.010000000000000009,0.58,0.22999999999999998,0.5099206349206349,0.4107142857142857,0.4027777777777778,0.34523809523809523,0.5158730158730159,0.49603174603174605,0.1884920634920635,0.5158730158730159,0.5297619047619048,0.43452380952380953,0.3472222222222222
2013-01-28,2013-01-25,0.64,1.23,0.88,995873.0,637911.0,1448501.0,1783495.0,2004687.0,1756044.0,-0.010000000000000009,0.0,0.0,0.030000000000000027,0.0,0.08999999999999997,0.59,0.24,0.4603174603174603,0.4126984126984127,0.40476190476190477,0.4642857142857143,0.5178571428571429,0.5158730158730159,0.6071428571428571,0.5178571428571429,0.7222222222222222,0.4781746031746032,0.4126984126984127
2013-01-29,2013-01-28,0.76,1.23,0.97,852221.0,644295.0,1448501.0,1783495.0,1510960.0,1459376.0,0.12,0.0,0.08999999999999997,0.21999999999999997,0.0,0.21999999999999997,0.47,0.20999999999999996,0.871031746031746,0.4107142857142857,0.6547619047619048,0.9007936507936508,0.5158730158730159,0.75,0.9781746031746031,0.5198412698412699,0.9027777777777778,0.12896825396825398,0.25
2013-01-30,2013-01-29,0.68,1.23,0.97,856151.0,581147.0,1448501.0,1783495.0,1670772.0,1612826.0,-0.07999999999999996,0.0,0.0,0.0,0.0,0.030000000000000027,0.5499999999999999,0.2899999999999999,0.6448412698412699,0.4126984126984127,0.6527777777777778,0.19444444444444445,0.5178571428571429,0.5099206349206349,0.498015873015873,0.5218253968253969,0.5972222222222222,0.3353174603174603,0.6150793650793651
2013-01-31,2013-01-30,0.67,1.23,0.95,825206.0,555135.0,1448501.0,1783495.0,1619679.0,1533442.0,-0.010000000000000009,0.0,-0.020000000000000018,-0.019999999999999907,0.0,0.05999999999999994,0.5599999999999999,0.2799999999999999,0.5932539682539683,0.4146825396825397,0.5873015873015873,0.4623015873015873,0.5158730158730159,0.4523809523809524,0.44047619047619047,0.5238095238095238,0.6428571428571429,0.37896825396825395,0.5694444444444444
2013-02-01,2013-01-31,0.73,1.23,0.91,785568.0,571152.0,1448501.0,1783495.0,1788124.0,1626289.0,0.05999999999999994,0.0,-0.039999999999999925,0.07999999999999996,0.0,0.030000000000000027,0.5,0.18000000000000005,0.7837301587301587,0.4126984126984127,0.48214285714285715,0.7162698412698413,0.5138888888888888,0.4027777777777778,0.751984126984127,0.5218253968253969,0.5912698412698413,0.19444444444444445,0.15476190476190477
2013-02-04,2013-02-01,0.57,1.23,0.9,1020229.0,586459.0,1448501.0,1783495.0,2238910.0,2004592.0,-0.16000000000000003,0.0,-0.010000000000000009,-0.07000000000000006,0.0,0.020000000000000018,0.66,0.33000000000000007,0.16468253968253968,0.4107142857142857,0.4603174603174603,0.05357142857142857,0.5158730158730159,0.49206349206349204,0.24801587301587302,0.5198412698412699,0.5515873015873016,0.7003968253968254,0.7341269841269841
2013-02-06,2013-02-05,0.59,1.23,0.95,943144.0,558877.0,1448501.0,1783495.0,1622827.0,1537017.0,0.020000000000000018,0.0,0.04999999999999993,-0.17000000000000004,0.0,-0.020000000000000018,0.64,0.36,0.20833333333333334,0.4087301587301587,0.5853174603174603,0.5813492063492064,0.5138888888888888,0.6448412698412699,0.07936507936507936,0.5218253968253969,0.44841269841269843,0.6547619047619048,0.8174603174603174
2013-02-07,2013-02-06,0.6,1.23,0.97,888166.0,529401.0,1448501.0,1783495.0,1565824.0,1524992.0,0.010000000000000009,0.0,0.020000000000000018,-0.08000000000000007,0.0,0.0,0.63,0.37,0.24801587301587302,0.40674603174603174,0.6507936507936508,0.5317460317460317,0.5119047619047619,0.5654761904761905,0.23015873015873015,0.5198412698412699,0.4861111111111111,0.623015873015873,0.8531746031746031
2013-02-08,2013-02-07,0.66,1.23,1.03,806486.0,534829.0,1448501.0,1783495.0,1537809.0,1582817.0,0.06000000000000005,0.0,0.06000000000000005,-0.010000000000000009,0.0,0.08000000000000007,0.57,0.37,0.5376984126984127,0.4087301587301587,0.8095238095238095,0.7301587301587301,0.5138888888888888,0.6865079365079365,0.45634920634920634,0.5178571428571429,0.7003968253968254,0.4126984126984127,0.8511904761904762
2013-02-11,2013-02-08,0.57,1.23,0.9,924613.0,524905.0,1448501.0,1783495.0,1807221.0,1633040.0,-0.09000000000000008,0.0,-0.13,-0.16000000000000003,0.0,-0.010000000000000009,0.66,0.33000000000000007,0.15476190476190477,0.4107142857142857,0.4503968253968254,0.15674603174603174,0.5158730158730159,0.15079365079365079,0.09126984126984126,0.5198412698412699,0.45634920634920634,0.7063492063492064,0.7242063492063492
2013-02-12,2013-02-11,0.56,1.23,1.07,824905.0,465420.0,1448501.0,1783495.0,1456184.0,1563786.0,-0.009999999999999898,0.0,0.17000000000000004,-0.009999999999999898,0.0,0.17000000000000004,0.6699999999999999,0.51,0.13293650793650794,0.4126984126984127,0.8809523809523809,0.47619047619047616,0.5178571428571429,0.9047619047619048,0.48412698412698413,0.5218253968253969,0.8611111111111112,0.7361111111111112,0.9920634920634921
2013-02-13,2013-02-12,0.61,1.23,0.92,925067.0,561136.0,1448501.0,1783495.0,1915308.0,1763256.0,0.04999999999999993,0.0,-0.15000000000000002,0.020000000000000018,0.0,-0.029999999999999916,0.62,0.31000000000000005,0.30158730158730157,0.4107142857142857,0.49007936507936506,0.6825396825396826,0.5158730158730159,0.10515873015873016,0.5615079365079365,0.5198412698412699,0.43253968253968256,0.5912698412698413,0.6626984126984127
2013-02-14,2013-02-13,0.65,1.23,0.91,1009034.0,657978.0,1448501.0,1783495.0,2161239.0,1975881.0,0.040000000000000036,0.0,-0.010000000000000009,0.050000000000000044,0.0,-0.05999999999999994,0.58,0.26,0.49404761904761907,0.4126984126984127,0.4722222222222222,0.6626984126984127,0.5178571428571429,0.49007936507936506,0.6646825396825397,0.5218253968253969,0.3611111111111111,0.44047619047619047,0.49603174603174605
2013-02-15,2013-02-14,0.62,1.23,0.83,1009032.0,624707.0,1448501.0,1783495.0,2195807.0,1826073.0,-0.030000000000000027,0.0,-0.08000000000000007,-0.040000000000000036,0.0,-0.20000000000000007,0.61,0.20999999999999996,0.3531746031746032,0.4146825396825397,0.2003968253968254,0.35912698412698413,0.5158730158730159,0.2718253968253968,0.3531746031746032,0.5238095238095238,0.09325396825396826,0.5575396825396826,0.24801587301587302
2013-02-19,2013-02-15,0.59,1.23,0.88,1233749.0,732822.0,1448501.0,1783495.0,2468727.0,2181714.0,-0.030000000000000027,0.0,0.050000000000000044,0.020000000000000018,0.0,-0.020000000000000018,0.64,0.29000000000000004,0.20634920634920634,0.4166666666666667,0.373015873015873,0.3611111111111111,0.5138888888888888,0.6607142857142857,0.5674603174603174,0.5218253968253969,0.44642857142857145,0.6666666666666666,0.6150793650793651
2013-02-20,2013-02-19,0.58,1.23,0.99,944166.0,545231.0,1448501.0,1783495.0,1824390.0,1801827.0,-0.010000000000000009,0.0,0.10999999999999999,0.019999999999999907,0.0,-0.08000000000000007,0.65,0.41000000000000003,0.18055555555555555,0.41865079365079366,0.7162698412698413,0.45436507936507936,0.5138888888888888,0.7996031746031746,0.5476190476190477,0.5198412698412699,0.2857142857142857,0.6904761904761905,0.9265873015873016
2013-02-21,2013-02-20,0.72,1.23,1.14,910664.0,659947.0,1448501.0,1783495.0,2040525.0,2331978.0,0.14,0.0,0.1499999999999999,0.10999999999999999,0.0,0.21999999999999986,0.51,0.41999999999999993,0.753968253968254,0.4166666666666667,0.9424603174603174,0.9265873015873016,0.5119047619047619,0.876984126984127,0.8154761904761905,0.5218253968253969,0.9007936507936508,0.2222222222222222,0.9345238095238095
2013-02-22,2013-02-21,0.72,1.23,1.1,1014832.0,726109.0,1448501.0,1783495.0,2369158.0,2609267.0,0.0,0.0,-0.039999999999999813,0.06999999999999995,0.0,0.19000000000000006,0.51,0.3800000000000001,0.751984126984127,0.41865079365079366,0.9107142857142857,0.49603174603174605,0.5138888888888888,0.3968253968253968,0.7242063492063492,0.5198412698412699,0.8809523809523809,0.22420634920634921,0.8829365079365079
2013-02-25,2013-02-22,0.59,1.23,0.9,904478.0,533604.0,1448501.0,1783495.0,1826185.0,1648940.0,-0.13,0.0,-0.20000000000000007,-0.030000000000000027,0.0,0.07000000000000006,0.64,0.31000000000000005,0.20833333333333334,0.4166666666666667,0.4365079365079365,0.10119047619047619,0.5119047619047619,0.05555555555555555,0.38492063492063494,0.5178571428571429,0.6686507936507936,0.6686507936507936,0.6527777777777778
2013-02-26,2013-02-25,0.73,1.23,1.15,817601.0,596281.0,1448501.0,1783495.0,2135793.0,2462076.0,0.14,0.0,0.2499999999999999,0.14,0.0,0.2699999999999999,0.5,0.41999999999999993,0.7817460317460317,0.41865079365079366,0.9464285714285714,0.9246031746031746,0.5138888888888888,0.9722222222222222,0.875,0.5198412698412699,0.9543650793650794,0.19246031746031747,0.9325396825396826
2013-02-27,2013-02-26,0.75,1.23,1.1,756562.0,564143.0,1448501.0,1783495.0,2555876.0,2804352.0,0.020000000000000018,0.0,-0.04999999999999982,0.17000000000000004,0.0,0.1100000000000001,0.48,0.3500000000000001,0.8432539682539683,0.4166666666666667,0.9047619047619048,0.5833333333333334,0.5119047619047619,0.36904761904761907,0.9285714285714286,0.5178571428571429,0.7718253968253969,0.1488095238095238,0.7797619047619048
2013-02-28,2013-02-27,0.63,1.23,0.99,873962.0,546772.0,1448501.0,1783495.0,2000981.0,1974201.0,-0.12,0.0,-0.1100000000000001,-0.08999999999999997,0.0,-0.1499999999999999,0.6,0.36,0.38293650793650796,0.41865079365079366,0.6984126984126984,0.12103174603174603,0.5138888888888888,0.19047619047619047,0.2123015873015873,0.5198412698412699,0.1527777777777778,0.5218253968253969,0.7956349206349206
2013-03-01,2013-02-28,0.67,1.23,0.98,768185.0,514899.0,1448501.0,1783495.0,1646578.0,1617421.0,0.040000000000000036,0.0,-0.010000000000000009,-0.04999999999999993,0.0,-0.1200000000000001,0.5599999999999999,0.30999999999999994,0.5734126984126984,0.42063492063492064,0.6666666666666666,0.6587301587301587,0.5158730158730159,0.49206349206349204,0.32341269841269843,0.5218253968253969,0.18452380952380953,0.376984126984127,0.621031746031746
2013-03-04,2013-03-01,0.74,1.23,1.17,804663.0,597953.0,1448501.0,1783495.0,1845987.0,2151416.0,0.06999999999999995,0.0,0.18999999999999995,0.15000000000000002,0.0,0.2699999999999999,0.49,0.42999999999999994,0.8115079365079365,0.4226190476190476,0.9583333333333334,0.7619047619047619,0.5178571428571429,0.9305555555555556,0.8988095238095238,0.5238095238095238,0.9563492063492064,0.17261904761904762,0.9424603174603174
2013-03-05,2013-03-04,0.67,1.23,1.12,706139.0,471529.0,1448501.0,1783495.0,1387436.0,1553118.0,-0.06999999999999995,0.0,-0.04999999999999982,-0.05999999999999994,0.0,-0.029999999999999805,0.5599999999999999,0.45000000000000007,0.5714285714285714,0.4246031746031746,0.9146825396825397,0.23412698412698413,0.5198412698412699,0.37103174603174605,0.2916666666666667,0.5257936507936508,0.42857142857142855,0.38293650793650796,0.9742063492063492
2013-03-06,2013-03-05,0.65,1.23,1.12,903460.0,590068.0,1448501.0,1783495.0,2165050.0,2420896.0,-0.020000000000000018,0.0,0.0,-0.09999999999999998,0.0,0.020000000000000018,0.58,0.4700000000000001,0.4722222222222222,0.42658730158730157,0.9126984126984127,0.40476190476190477,0.5218253968253969,0.5218253968253969,0.19047619047619047,0.5277777777777778,0.5535714285714286,0.4583333333333333,0.9801587301587301
2013-03-07,2013-03-06,0.54,1.23,0.71,1052419.0,564012.0,1448501.0,1783495.0,2325902.0,1654835.0,-0.10999999999999999,0.0,-0.41000000000000014,-0.08999999999999997,0.0,-0.28,0.69,0.16999999999999993,0.06944444444444445,0.42857142857142855,0.021825396825396824,0.1388888888888889,0.5238095238095238,0.003968253968253968,0.21825396825396826,0.5297619047619048,0.03571428571428571,0.8174603174603174,0.10515873015873016
2013-03-08,2013-03-07,0.59,1.23,0.83,996967.0,585654.0,1448501.0,1783495.0,1943169.0,1611572.0,0.04999999999999993,0.0,0.12,-0.08000000000000007,0.0,-0.15000000000000002,0.64,0.24,0.19444444444444445,0.42658730158730157,0.19246031746031747,0.6845238095238095,0.5218253968253969,0.8174603174603174,0.2400793650793651,0.5277777777777778,0.15079365079365079,0.6904761904761905,0.4027777777777778
2013-03-11,2013-03-08,0.62,1.23,0.9,943952.0,581943.0,1448501.0,1783495.0,2467133.0,2226949.0,0.030000000000000027,0.0,0.07000000000000006,-0.12,0.0,-0.2699999999999999,0.61,0.28,0.33134920634920634,0.4246031746031746,0.41865079365079366,0.626984126984127,0.5198412698412699,0.7023809523809523,0.15873015873015872,0.5257936507936508,0.03968253968253968,0.5753968253968254,0.5515873015873016
