campaign_id,variant_id,symbol,timeframe,test_run_id,decision,passed,terminal_stage,terminal_status,failure_reason,source_config_path,effective_config_path,output_dir,dataset_id,core_status,core_expected_combinations,core_total_combinations,core_number_passing_benchmark,core_percentage_passing_benchmark,core_profitable_iterations,core_percentage_profitable_iterations,core_apex_rule_violating_iterations,core_top_net_profit,core_top_profit_factor,core_top_mar,core_top_trades_per_year,core_top_total_trades,core_top_failure_reason,limited_monkey_status,wfa_status,wfa_oos_net_profit,wfa_oos_profit_factor,wfa_oos_mar,wfa_oos_trades_per_year,wfa_oos_monte_carlo_status,mc_probability_profit_before_drawdown,mc_probability_account_breach,mc_probability_payout_eligible,fixed_config_core_trade_log
es_mes_lead_lag_catchup,late_morning30_signed_two_sided_1130,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_mes_lead_lag_catchup/rescue_attempts/tp_min_rr_floor_rescue_1/late_morning30_signed_two_sided_1130/config.yaml,backtest-campaigns/es_mes_lead_lag_catchup/late_morning30_signed_two_sided_1130/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_mes_lead_lag_catchup/late_morning30_signed_two_sided_1130/ES/tp_min_rr_rescue1,es_mes_flow_divergence_1m_20190506_20260609_full_rth_ny,failed,54,54,0,0.0,0,0.0,0,-132.5,0.984887368120901,-0.08446184265020894,192.6814625264505,134,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_mes_lead_lag_catchup/late_morning30_signed_two_sided_1130/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_mes_participation_crowding_reversion/rescue_attempts/tp_min_rr_floor_rescue_1/afternoon_trade_up_reversal_short_1400/config.yaml,backtest-campaigns/es_mes_participation_crowding_reversion/afternoon_trade_up_reversal_short_1400/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_mes_participation_crowding_reversion/afternoon_trade_up_reversal_short_1400/ES/tp_min_rr_rescue1,es_mes_participation_crowding_1m_20190506_20260609_full_rth_ny,failed,54,54,0,0.0,0,0.0,0,-1522.5,0.8258009153318078,-0.990025327662052,70.3966806645363,32,min_total_net_profit;preferred_min_total_trades,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_mes_participation_crowding_reversion/afternoon_trade_up_reversal_short_1400/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_midday_range_orderflow_breakout,late_lunch_1200_1330_large10_breakout_1500,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_midday_range_orderflow_breakout/rescue_attempts/tp_min_rr_floor_rescue_1/late_lunch_1200_1330_large10_breakout_1500/config.yaml,backtest-campaigns/es_midday_range_orderflow_breakout/late_lunch_1200_1330_large10_breakout_1500/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_midday_range_orderflow_breakout/late_lunch_1200_1330_large10_breakout_1500/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,0,0.0,0,-4603.75,0.7792231147344443,-0.52241205752598,145.04194874725164,222,min_total_net_profit;max_consecutive_losses,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_midday_range_orderflow_breakout/late_lunch_1200_1330_large10_breakout_1500/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_monthly_opex_pressure,nonquarterly_post_opex_monday_reversal_long_1000,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.4166666666666667 expected {'min': 0.7},campaigns/es_monthly_opex_pressure/rescue_attempts/tp_min_rr_floor_rescue_1/nonquarterly_post_opex_monday_reversal_long_1000/config.yaml,backtest-campaigns/es_monthly_opex_pressure/nonquarterly_post_opex_monday_reversal_long_1000/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_monthly_opex_pressure/nonquarterly_post_opex_monday_reversal_long_1000/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,12,12,0,0.0,5,0.4166666666666667,0,721.25,1.491482112436116,0.5364506657475528,8.03917997185054,12,max_best_day_concentration,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_monthly_opex_pressure/nonquarterly_post_opex_monday_reversal_long_1000/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_morning_trend_lunch_reversal_orderflow,late_morning_signed_up_extension_short_1130,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_morning_trend_lunch_reversal_orderflow/rescue_attempts/tp_min_rr_floor_rescue_1/late_morning_signed_up_extension_short_1130/config.yaml,backtest-campaigns/es_morning_trend_lunch_reversal_orderflow/late_morning_signed_up_extension_short_1130/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_morning_trend_lunch_reversal_orderflow/late_morning_signed_up_extension_short_1130/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,27,27,0,0.0,0,0.0,0,-95.0,0.9795037756202805,-0.05613600387185756,45.085926192798176,69,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_morning_trend_lunch_reversal_orderflow/late_morning_signed_up_extension_short_1130/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_naaim_exposure_sentiment,level_median_contrarian_1000,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.total_combinations_tested=3 expected {'valid_parameter_combination_count': '1 fixed combo or 8-120 tunable combos'}; summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_naaim_exposure_sentiment/rescue_attempts/tp_min_rr_floor_rescue_1/level_median_contrarian_1000/config.yaml,backtest-campaigns/es_naaim_exposure_sentiment/level_median_contrarian_1000/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_naaim_exposure_sentiment/level_median_contrarian_1000/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,3,3,0,0.0,0,0.0,0,-1687.5,0.610726643598616,-0.6188685088186374,52.84304121769271,80,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_naaim_exposure_sentiment/level_median_contrarian_1000/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_nq_relative_value_orderflow_absorption_reversion,morning15_two_sided_absorption_1000,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_nq_relative_value_orderflow_absorption_reversion/rescue_attempts/tp_min_rr_floor_rescue_1/morning15_two_sided_absorption_1000/config.yaml,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/tp_min_rr_rescue1,es_nq_lead_lag_1m_20110103_20260609_full_rth_ny,failed,27,27,0,0.0,0,0.0,0,-2170.0,0.7430432208407342,-0.40767249125130417,71.09683019991073,109,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_nq_relative_value_orderflow_absorption_reversion/morning15_two_sided_absorption_1000/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_oil_price_shock_spillover,wti_down_relief_long_1000,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_oil_price_shock_spillover/rescue_attempts/tp_min_rr_floor_rescue_1/wti_down_relief_long_1000/config.yaml,backtest-campaigns/es_oil_price_shock_spillover/wti_down_relief_long_1000/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_oil_price_shock_spillover/wti_down_relief_long_1000/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,18,18,0,0.0,0,0.0,0,-1325.0,0.8490458558815153,-0.3374660299780305,60.63498651172443,85,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_oil_price_shock_spillover/wti_down_relief_long_1000/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_opening_drive_inventory_absorption,open60_flow_continuation_1130,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.2777777777777778 expected {'min': 0.7},campaigns/es_opening_drive_inventory_absorption/rescue_attempts/tp_min_rr_floor_rescue_1/open60_flow_continuation_1130/config.yaml,backtest-campaigns/es_opening_drive_inventory_absorption/open60_flow_continuation_1130/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_opening_drive_inventory_absorption/open60_flow_continuation_1130/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,15,0.2777777777777778,0,620.0,1.2366412213740459,0.8047678708874766,26.638282577440858,31,min_trades_per_year;preferred_min_total_trades,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_opening_drive_inventory_absorption/open60_flow_continuation_1130/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_opening_drive_mes_crowding_reversal,od30_notional_failed_extension_reversal_1300,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.5555555555555556 expected {'min': 0.7},campaigns/es_opening_drive_mes_crowding_reversal/rescue_attempts/tp_min_rr_floor_rescue_1/od30_notional_failed_extension_reversal_1300/config.yaml,backtest-campaigns/es_opening_drive_mes_crowding_reversal/od30_notional_failed_extension_reversal_1300/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_opening_drive_mes_crowding_reversal/od30_notional_failed_extension_reversal_1300/ES/tp_min_rr_rescue1,es_mes_participation_crowding_1m_20190506_20260609_full_rth_ny,failed,27,27,3,0.1111111111111111,15,0.5555555555555556,0,1425.0,1.1796973518284994,1.5574766895154655,143.9715780738555,95,,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_opening_drive_mes_crowding_reversal/od30_notional_failed_extension_reversal_1300/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_opening_drive_vwap_orderflow_pullback,drive60_large20_pullback_1430,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_opening_drive_vwap_orderflow_pullback/rescue_attempts/tp_min_rr_floor_rescue_1/drive60_large20_pullback_1430/config.yaml,backtest-campaigns/es_opening_drive_vwap_orderflow_pullback/drive60_large20_pullback_1430/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_opening_drive_vwap_orderflow_pullback/drive60_large20_pullback_1430/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,0,0.0,0,-1240.0,0.8619537990537156,-0.28535010791403653,67.53668935597278,103,min_total_net_profit;max_consecutive_losses,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_opening_drive_vwap_orderflow_pullback/drive60_large20_pullback_1430/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_opening_gap_orderflow_absorption_fade,late_morning_large20_gap_absorption_fade_1100,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_opening_gap_orderflow_absorption_fade/rescue_attempts/tp_min_rr_floor_rescue_1/late_morning_large20_gap_absorption_fade_1100/config.yaml,backtest-campaigns/es_opening_gap_orderflow_absorption_fade/late_morning_large20_gap_absorption_fade_1100/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_opening_gap_orderflow_absorption_fade/late_morning_large20_gap_absorption_fade_1100/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,27,27,0,0.0,0,0.0,0,-1815.0,0.7985012489592007,-0.3958710123830476,65.20316502533159,98,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_opening_gap_orderflow_absorption_fade/late_morning_large20_gap_absorption_fade_1100/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_opening_gap_orderflow_continuation,late_morning_large10_gap_hold_continuation_1100,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_opening_gap_orderflow_continuation/rescue_attempts/tp_min_rr_floor_rescue_1/late_morning_large10_gap_hold_continuation_1100/config.yaml,backtest-campaigns/es_opening_gap_orderflow_continuation/late_morning_large10_gap_hold_continuation_1100/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_opening_gap_orderflow_continuation/late_morning_large10_gap_hold_continuation_1100/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,27,27,0,0.0,0,0.0,0,-407.5,0.9660416666666667,-0.10920811104166402,51.32806680543288,79,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_opening_gap_orderflow_continuation/late_morning_large10_gap_hold_continuation_1100/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_opening_range_failed_breakout_trend_orderflow,or15_full_session_large10_trend_reclaim_1530,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_opening_range_failed_breakout_trend_orderflow/rescue_attempts/tp_min_rr_floor_rescue_1/or15_full_session_large10_trend_reclaim_1530/config.yaml,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or15_full_session_large10_trend_reclaim_1530/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or15_full_session_large10_trend_reclaim_1530/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,18,18,0,0.0,0,0.0,0,-2852.5,0.31430288461538464,-0.6569883267149538,71.45476501962364,108,min_total_net_profit;max_consecutive_losses,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or15_full_session_large10_trend_reclaim_1530/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_opening_range_nq_orderflow_breakout,or15_nq15_signed_breakout_1030,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_opening_range_nq_orderflow_breakout/rescue_attempts/tp_min_rr_floor_rescue_1/or15_nq15_signed_breakout_1030/config.yaml,backtest-campaigns/es_opening_range_nq_orderflow_breakout/or15_nq15_signed_breakout_1030/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_nq_orderflow_breakout/or15_nq15_signed_breakout_1030/ES/tp_min_rr_rescue1,es_nq_lead_lag_1m_20110103_20260609_full_rth_ny,failed,54,54,0,0.0,0,0.0,0,-7640.625,0.822641016713092,-0.5053989344648052,185.1546345910132,285,min_total_net_profit;max_consecutive_losses,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_opening_range_nq_orderflow_breakout/or15_nq15_signed_breakout_1030/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_opening_range_orderflow_breakout,or60_signed_flow_breakout_1200,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_opening_range_orderflow_breakout/rescue_attempts/tp_min_rr_floor_rescue_1/or60_signed_flow_breakout_1200/config.yaml,backtest-campaigns/es_opening_range_orderflow_breakout/or60_signed_flow_breakout_1200/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_orderflow_breakout/or60_signed_flow_breakout_1200/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,27,27,0,0.0,0,0.0,0,-2897.5,0.8487340120073088,-0.5519906396960722,89.66435837610827,137,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_opening_range_orderflow_breakout/or60_signed_flow_breakout_1200/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_opening_range_retest_orderflow,or60_large20_aligned_retest_1230,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_opening_range_retest_orderflow/rescue_attempts/tp_min_rr_floor_rescue_1/or60_large20_aligned_retest_1230/config.yaml,backtest-campaigns/es_opening_range_retest_orderflow/or60_large20_aligned_retest_1230/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_retest_orderflow/or60_large20_aligned_retest_1230/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,27,27,0,0.0,0,0.0,0,-245.0,0.9864434914925992,-0.06191219239796776,106.95877637313923,164,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_opening_range_retest_orderflow/or60_large20_aligned_retest_1230/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_opening_range_trend_orderflow_breakout,or60_signed_trend_breakout_1200,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_opening_range_trend_orderflow_breakout/rescue_attempts/tp_min_rr_floor_rescue_1/or60_signed_trend_breakout_1200/config.yaml,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or60_signed_trend_breakout_1200/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or60_signed_trend_breakout_1200/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,0,0.0,0,-3025.0,0.8567029843675983,-0.5208616723709634,98.17265515632292,150,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or60_signed_trend_breakout_1200/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.6666666666666666 expected {'min': 0.7},campaigns/es_orderflow_absorption_exhaustion_reversal/rescue_attempts/tp_min_rr_floor_rescue_1/early_5m_absorption_fade_1000/config.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/early_5m_absorption_fade_1000/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/early_5m_absorption_fade_1000/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,36,0.6666666666666666,0,1935.0,7.849557522123894,7.535130013090831,12.547005148798283,18,min_trades_per_year;preferred_min_total_trades,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/early_5m_absorption_fade_1000/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_orderflow_impulse_reversal,afternoon_60m_impulse_reversal_1400,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_orderflow_impulse_reversal/rescue_attempts/tp_min_rr_floor_rescue_1/afternoon_60m_impulse_reversal_1400/config.yaml,backtest-campaigns/es_orderflow_impulse_reversal/afternoon_60m_impulse_reversal_1400/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_orderflow_impulse_reversal/afternoon_60m_impulse_reversal_1400/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,27,27,0,0.0,0,0.0,0,-1847.5,0.5050234427327528,-0.635317393658836,63.38339671492447,97,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_orderflow_impulse_reversal/afternoon_60m_impulse_reversal_1400/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_overnight_inventory_sweep_reversion,morning_overnight_high_reject_short,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.012345679012345678 expected {'min': 0.7},campaigns/es_overnight_inventory_sweep_reversion/rescue_attempts/tp_min_rr_floor_rescue_1/morning_overnight_high_reject_short/config.yaml,backtest-campaigns/es_overnight_inventory_sweep_reversion/morning_overnight_high_reject_short/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_overnight_inventory_sweep_reversion/morning_overnight_high_reject_short/ES/tp_min_rr_rescue1,es_databento_ohlcv_1m_20100606_20260531_eth_rth_explicit_roll,failed,81,81,1,0.012345679012345678,1,0.012345679012345678,0,1663.75,1.1581511406844107,0.6720658629956631,48.74767965537498,71,,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_overnight_inventory_sweep_reversion/morning_overnight_high_reject_short/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_overnight_range_compression_orderflow_breakout,midday_signed_two_sided_breakout_1300,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_overnight_range_compression_orderflow_breakout/rescue_attempts/tp_min_rr_floor_rescue_1/midday_signed_two_sided_breakout_1300/config.yaml,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/midday_signed_two_sided_breakout_1300/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/midday_signed_two_sided_breakout_1300/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,27,27,0,0.0,0,0.0,0,-77.5,0.9865275966970882,-0.0296396971221847,83.49658623704724,128,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/midday_signed_two_sided_breakout_1300/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_overnight_return_late_day_momentum,penultimate_alignment_1530,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.037037037037037035 expected {'min': 0.7},campaigns/es_overnight_return_late_day_momentum/rescue_attempts/tp_min_rr_floor_rescue_1/penultimate_alignment_1530/config.yaml,backtest-campaigns/es_overnight_return_late_day_momentum/penultimate_alignment_1530/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_overnight_return_late_day_momentum/penultimate_alignment_1530/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,27,27,0,0.0,1,0.037037037037037035,0,37.5,1.009733939000649,0.014268919313521537,26.037439622067737,35,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_overnight_return_late_day_momentum/penultimate_alignment_1530/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_preholiday_effect,preholiday_late_long_1500,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_preholiday_effect/rescue_attempts/tp_min_rr_floor_rescue_1/preholiday_late_long_1500/config.yaml,backtest-campaigns/es_preholiday_effect/preholiday_late_long_1500/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_preholiday_effect/preholiday_late_long_1500/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,9,9,0,0.0,0,0.0,0,-81.875,0.8476744186046512,-0.2566575972247708,9.486955946633318,12,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_preholiday_effect/preholiday_late_long_1500/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_prior_day_stop_run_reclaim,midday_two_sided_reclaim,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.3148148148148148 expected {'min': 0.7},campaigns/es_prior_day_stop_run_reclaim/rescue_attempts/tp_min_rr_floor_rescue_1/midday_two_sided_reclaim/config.yaml,backtest-campaigns/es_prior_day_stop_run_reclaim/midday_two_sided_reclaim/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_prior_day_stop_run_reclaim/midday_two_sided_reclaim/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,17,0.3148148148148148,0,266.25,1.3697916666666667,0.394202595285834,6.732557302292091,8,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_prior_day_stop_run_reclaim/midday_two_sided_reclaim/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_prior_level_delta_dislocation,pdl_sell_absorption_long,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.2222222222222222 expected {'min': 0.7},campaigns/es_prior_level_delta_dislocation/rescue_attempts/tp_min_rr_floor_rescue_1/pdl_sell_absorption_long/config.yaml,backtest-campaigns/es_prior_level_delta_dislocation/pdl_sell_absorption_long/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_prior_level_delta_dislocation/pdl_sell_absorption_long/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,27,27,0,0.0,6,0.2222222222222222,0,52.5,1.0408560311284047,0.08169397074899201,12.324780316344464,17,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_prior_level_delta_dislocation/pdl_sell_absorption_long/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
