sha256,size_bytes,reference_count,canonical_source_path,reclaimable_bytes
4a0332da41942e3cfdcc8d9d0f6010cdfc56cff7dc7967a28253bc719b5a502f,37,1,research/evidence/runs/es_spx_0dte_expiration_pressure/full_week_late_move_continuation_1430/ES/stop_widen_rescue1/run_uid.txt,0
4a065acc25d8052d8e711d67b2f4469d9144806811be10c7024687f8129f547f,37,1,research/evidence/runs/es_nq_confirming_vap_aoi_breakout/value_area_nq30_1500/ES/run1/run_uid.txt,0
4a0add3d6ef8d0c731670a7834416f207313c1429e553cd165c9e8aa8bc1ef4e,24387,1,research/evidence/runs/nq_labor_market_slack_state/low_participation_slack_short_1200/NQ/run1/limited_core_grid_test/stage_result.json,0
4a0b0d5a19036c67d69000d811ed64c0ab6cd3450690646e036f66230b8497a2,9631,1,research/evidence/runs/nq_fiscal_deficit_treasury_supply_state/strong_receipts_yoy_long_1130/NQ/run1/effective_config.yaml,0
4a0e39b3e158e38fb96ec3557ee2bc69383f9b6c1548b52cdf3b1a6fba9ffac1,25226,1,research/evidence/runs/nq_morning_orderflow_momentum_continuation/signed_flow_1030_flatten_1530/NQ/run1/limited_core_grid_test/stage_result.json,0
4a0e479ef95847498ed97912abd92667a4a12ba395d8a95c606cee2c404d771d,4992,1,research/evidence/runs/es_realized_skewness_reversal/two_sided_5d_skew_extreme_1330/ES/run1/effective_config.yaml,0
4a0e48f0b00fe2633e6d9c64ce6cd7b70ef9d676444220752082f3c67cb8f54c,16890,2,research/evidence/runs/es_vix_expiration_pressure/vix_settlement_open_pressure_short_1000/ES/rescue1/campaign_test_summary.json,16890
4a18a8a07d3e1519f0b60ebb11b5a82bbf700346278bfe9df7e292878fe2284b,2517,1,research/evidence/runs/es_nyfed_rrp_liquidity_state/rrp_drain_short_1000/ES/run1/run_manifest.json,0
4a1996176357c9915376ce74479cc3952187ae4a253a53853f8f72253becb911,23283,1,research/evidence/runs/nq_corporate_equity_supply_state/high_1q_net_equity_short_1000/NQ/run1/limited_core_grid_test/stage_result.json,0
4a1a53b1feca73a8f0c7126c4f82032919ba5ff29c3988d3db922e701786d335,10211,1,research/evidence/runs/es_opening_drive_vwap_orderflow_pullback/drive30_large10_pullback_1230/ES/run1/effective_config.yaml,0
4a1b4f882693286cd66cc95a69d51c7b0232794d946300732b551ce4d64bb130,2224,1,research/evidence/runs/es_ofr_financial_stress_intraday/us_stress_short_1200/ES/run1/run_manifest.json,0
4a1da6c7c226373147d44753e71b4990020e53c670a7517394eb8cf655f5f107,12579,1,research/evidence/runs/es_prior_day_stop_run_reclaim/morning_prior_high_reject_short/ES/rescue1/limited_core_grid_test/stage_result.json,0
4a24f63e82775e2c108bef00d016af60fbec28fd731e0889eab37a037468cc34,37,1,research/evidence/runs/nq_max_daily_return_lottery_reversal/high_avg_top5_20d_fade_short_1430/NQ/run1/run_uid.txt,0
4a29618544b6ba4c1271545dffe59b4e9e68aacd8b865ab8e5a0e3b30846617f,6775,1,research/evidence/runs/es_footprint_absorption_initiation/session_open_footprint_absorption_reclaim_1500/ES/run1/source_config.yaml,0
4a29be413bad7b0f046abb4a7f047e1454290e84f194f95c7308ce97f55db949,10478,1,research/evidence/runs/es_profile_aoi_footprint_trap_confluence/prior_extreme_profile_two_sided_trap_1500/ES/run1/effective_config.yaml,0
4a2f891dcb829634948b7b90ca26269f3acc49b6ef4f8b549e8ab435f979f7e9,9387,1,research/evidence/runs/nq_variance_ratio_orderflow_regime/morning_high_vr_signed_continuation_1130/NQ/run1/source_config.yaml,0
4a37b7b60eb9824be5f0cb991a5bbc297e31f66f698dc281167c6221ef4be67a,2614,1,research/evidence/runs/es_oil_price_shock_spillover/wti_down_relief_long_1000/ES/tp_min_rr_rescue1/run_manifest.json,0
4a3b4b0bba087f61dea48d158d622506f0b9d6c260ac246bef41770673dc3655,25278,1,research/evidence/runs/nq_copper_growth_risk_sentiment/copper_gold_ratio_weakness_short_1330/NQ/run1/limited_core_grid_test/stage_result.json,0
4a4777e8b6719df2b6d43508a171002900e019796384eaffec3bd8398781db1d,37,1,research/evidence/runs/es_monthly_opex_pressure/nonquarterly_post_opex_monday_reversal_long_1000/ES/tp_min_rr_rescue1/run_uid.txt,0
4a48533501f7f9e8564feba5a8f8e9f195f748d9d7ac5a15a488d6dc3006f0da,14339,1,research/evidence/runs/es_opening_gap_orderflow_absorption_fade/midday_large20_gap_absorption_fade_1200/ES/run1/limited_core_grid_test/stage_result.json,0
4a4e4d5455d3376e3c5e8028885dee00b4a73957fbd3c9b7769468ab9112cc51,12597,1,research/evidence/runs/es_prior_lvn_orderflow_rejection/morning_signed_two_sided_lvn_rejection/ES/run1/effective_config.yaml,0
4a512a58cce97344703b910afc534f3cbfa51a3204967c4aeeab798140b7d9aa,12213,1,research/evidence/runs/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1400/ES/tp_min_rr_rescue1/effective_config.yaml,0
4a5189ced4fa6f1911a165dbc8366fe649fb89a2053e83a57b459257ecba4429,42275,2,research/evidence/runs/nq_market_plumbing_liquidity_capacity/dealer_lending_pressure_long_1330/NQ/run1/campaign_test_summary.json,42275
4a535c5ea90c578b34b9092a260b7a0ff58aa03a1e398ff45c7c7282233a35a9,2626,1,research/evidence/runs/es_gao_last_half_hour_orderflow_confirmation/first60_signed_flow_two_sided_1530/ES/rescue1/run_manifest.json,0
4a5460b6028be9049e2df22df070ce5a23c714bc67fee37f1c3eb742a1e08033,10996,1,research/evidence/runs/es_realized_vol_of_vol_state/high_5d_vov_premium_long_1200/ES/stop_widen_rescue1/effective_config.yaml,0
4a54c779eda4d6423fd2ed9a144967e5a1bea9206c0a30b41f57fe11b0663f84,31427,2,research/evidence/runs/nq_china_tech_risk_sentiment/cqqq_3d_relative_weakness_short_1030/NQ/run1/campaign_test_summary.json,31427
4a5533f068a56a77a600c3d539367e653bb50ee159aedaf2113263a668414dd4,37,1,research/evidence/runs/es_true_vap_value_area_orderflow_acceptance/morning_inside_value_escape_signed_two_sided_1130/ES/run1/run_uid.txt,0
4a55e9e45b03d15c6322c6f8ebfc832a3729d641a05f8dc1546c6e62b350883c,33304,2,research/evidence/runs/es_intraday_invariance_dislocation_reversion/afternoon_15m_two_sided_dislocation_fade_1530/ES/rescue1/campaign_test_summary.json,33304
4a59d50c60cc062aad70cc54da6737bb9f4753fa5e7ddff55f50cedd4baa6347,33007,2,research/evidence/runs/es_trend_filtered_prior_value_area_acceptance_orderflow/afternoon_large20_two_sided_trend_acceptance/ES/rescue1/campaign_test_summary.json,33007
4a5d35f6d5cc155dbc87478fd4cc48495353c3510d68bcb60895baba5e899127,25467,1,research/evidence/runs/es_footprint_absorption_initiation/session_open_footprint_absorption_reclaim_1500/ES/run1/limited_core_grid_test/stage_result.json,0
4a5db384c170e42b82fd3d5b8ffd631ffec31b11551d18966f88773ec71b6056,37,1,research/evidence/runs/es_import_export_price_pressure/core_pressure_signed_short_1100/ES/rescue1/run_uid.txt,0
4a66567b5275bf1d5433ebb749ac08cf80ea32dba6b6f9c478686f4d331e23c4,37,1,research/evidence/runs/es_cboe_implied_correlation_intraday/rising_cor3m_short_1130/ES/tp_min_rr_rescue1/run_uid.txt,0
4a6d7acea769a70f40a6166c0b227e57a0868dc7dd9b26445f9cfad44869c456,7270,1,research/evidence/runs/es_mes_lead_lag_catchup/afternoon60_signed_two_sided_1400/ES/rescue1/source_config.yaml,0
4a6d82b267db7e58373d9e68727a1512901b0f4bd11fcb147d1726bb65fedd38,15489,1,research/evidence/runs/es_treasury_auction_pressure/all_coupon_late_reversal_long_1430/ES/tp_min_rr_rescue1/limited_core_grid_test/stage_result.json,0
4a6dd052577fcd314483494b6481781a14c65e2bf6e582ddc6b5bae36ee01e07,10781,1,research/evidence/runs/es_sector_rotation_risk_appetite/growth_lead_long_1030/ES/stop_widen_rescue1/effective_config.yaml,0
4a7333104f647a0ef131d83d79954daefe4cee29737285f2e3b5a10ac10d3b79,37,1,research/evidence/runs/nq_intraday_capitulation_mean_reversion/midday_15m_vwap_flush_reclaim_long_1430/NQ/run1/run_uid.txt,0
4a79c98771009625aa15d99f6e6b126b0d323e41de5e06ff90df872abe876651,26460,1,research/evidence/runs/es_aoi_vap_acceptance_retest/overnight_low_vap_acceptance_short_1500/ES/run1/limited_core_grid_test/stage_result.json,0
4a7c8b23a966140564555b03f8bcd730b0a3008c46f9a94d1f8b369ec9fbe727,23589,1,research/evidence/runs/nq_monthly_opex_pressure/nonquarterly_opex_midday_long_1200/NQ/run1/limited_core_grid_test/stage_result.json,0
4a7c8ba9c9acb4c4d404e59f363f2eabea36689085ecfc2986e26003069d5923,37,1,research/evidence/runs/nq_opening_drive_mes_crowding_reversal/od15_trade_failed_extension_reversal_1130/NQ/run1/run_uid.txt,0
4a7e2283b4dae06dbb28a3d1b72b941dd1b5a24fc01230d941ad6b6643b5dc23,2488,1,research/evidence/runs/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_only_1330/ES/run1/run_manifest.json,0
4a80560eb021dd6ae473c5454e47165fcaf4d7744a219cead8daa4860bec5c62,2606,1,research/evidence/runs/es_opening_range_trend_orderflow_breakout/or30_signed_trend_breakout_1100/ES/rescue1/run_manifest.json,0
4a848e10e098fa4a6c863ffd64c096511c18c8fffced547317a60ebcfb97cc9f,37,1,research/evidence/runs/nq_mes_micro_flow_divergence_reversion/afternoon_mes_large20_buy_pressure_short/NQ/run2/run_uid.txt,0
4a868026582467a671ee8c3a7e85b62a3cac8d0df6c2e035741eae38d682824f,24793,2,research/evidence/runs/es_mes_aligned_flow_continuation/morning15_mes_signed_1030/ES/rescue1/campaign_test_summary.json,24793
4a869ddd371466950dd77c1cf5bc3113c184d7c4834f0d8007a42ceaaa6eaba7,7905,1,research/evidence/runs/nq_morning_trend_lunch_reversal_orderflow/lunch_large10_two_sided_reversal_1300/NQ/run1/source_config.yaml,0
4a8ecce2a08a4e6b2512c37c89ef8ed48ee974134a71a67cc338af757c943c47,37,1,research/evidence/runs/es_gao_last_half_hour_orderflow_confirmation/first30_broad_large_alignment_1530/ES/run1/run_uid.txt,0
4a8efb6b886a0cd072c4ee0428f3c38f102e1b63c8f4889458f2285f27e670aa,25304,1,research/evidence/runs/es_session_extreme_delta_divergence/morning_high_delta_divergence_short/ES/tp_min_rr_rescue1/limited_core_grid_test/stage_result.json,0
4a95ab76992dc96e15b8f133255d4a8110707c5d55fbc938997b5782d951cbad,34232,2,research/evidence/runs/es_pivot_filtered_prior_value_area_acceptance/morning_signed_two_sided_pivot_acceptance_1230/ES/stop_widen_rescue1/campaign_test_summary.json,34232
4a9d2d230f9914b1cb514c724bcce105e70b47b8d6360793b62d67c34f69e396,49067,2,research/evidence/runs/es_realized_semivariance_asymmetry/high_1d_badvol_continuation_short_1030/ES/stop_widen_rescue1/campaign_test_summary.json,49067
4a9fc444840705fdfb517b04a6759406fc9b740d03133868caf6157f0b16e4cd,32839,2,research/evidence/runs/es_impulse_pause_orderflow_continuation/afternoon_large10_two_sided_impulse_pause_breakout_1530/ES/run1/campaign_test_summary.json,32839
4aa0d0979ee8ef18322b4e0784995ef960ef84bc4bf23c550809e463f06f2038,18812,2,research/evidence/runs/es_cboe_implied_correlation_intraday/high_cor3m_short_1000/ES/rescue1/campaign_test_summary.json,18812
4aa7cf85861b6714616734b55bcbd4c88d692779af5686575402d7798a7fb13a,32848,2,research/evidence/runs/es_default_spread_orderflow_risk_premium/tightening_spread_signed_long_1130/ES/run1/campaign_test_summary.json,32848
4aaa21db8bf817e2dec0afd0335a66a93d20b8db0fdf4010567f58592aa92db4,37,1,research/evidence/runs/es_prior_session_breakout_orderflow_confirmation/all_day_large20_no_buffer_break_two_sided/ES/run1/run_uid.txt,0
4aacecde027474f8e07e2fa214abcc67c71191dfcbe03fb1d40bc74ab943b236,37,1,research/evidence/runs/es_prior_session_ibs_reversion/open_two_sided_ibs_reversion/ES/run2/run_uid.txt,0
4ab31d973ba3904bed2c89f13f8b7138dbae07f98ad8ba4ab98f3c07462fbe54,24548,1,research/evidence/runs/nq_realized_vol_of_vol_state/low_1d_vov_calm_long_1130/NQ/run1/limited_core_grid_test/stage_result.json,0
4ab647686d453c45154ce45676e60cf221b4a8a680e2ce8369cf32b4467d5f5b,19938,2,research/evidence/runs/es_vwap_orderflow_pullback_continuation/morning_large10_trend_reclaim_two_sided/ES/rescue1/campaign_test_summary.json,19938
4ab658e308c8480e422e9c327b6628812f41be201500271e8d10e4b6a3cdc523,2595,1,research/evidence/runs/es_nq_cross_index_lead_lag/morning_nq_up_es_lag_long_1000/ES/stop_widen_rescue1/run_manifest.json,0
4ac3681a2e68c1ba5e8b7f19af767713c772ce03a25156cde0a215310f55f88e,18382,2,research/evidence/runs/es_market_plumbing_liquidity_capacity/vx_oi_crowding_short_1330/ES/rescue1/campaign_test_summary.json,18382
4ac469ca5aa055dd4aca3492ee02a190ffd28c4b29a4bc49d3030f86eaae8243,11134,1,research/evidence/runs/nq_mes_crowding_native_orderflow_confirmation/absret5_1030_notional_signed_window15_pressure_reversal/NQ/run1/effective_config.yaml,0
4ac812aa67a7f555fb9c6cfbde33090111443d961d5466eba5b80b5735e84efd,2440,1,research/evidence/runs/es_realized_semivariance_asymmetry/high_downside_share_rebound_long_1130/ES/rescue1/run_manifest.json,0
4ac908a3ee8227e43ce2570231df679bdb56c87ac7f335d50b26f3d3ef3d08d4,6520,1,research/evidence/runs/nq_overnight_range_compression_orderflow_breakout/morning_signed_two_sided_breakout_1030/NQ/run1/source_config.yaml,0
4ad14415a4e861ce0fcc431a6c35351371329e25e06522af7a7f1a0a4fa3b1fe,4815,1,research/evidence/runs/es_epu_policy_uncertainty_intraday/low_epu_long_1030/ES/run1/effective_config.yaml,0
4ad3e48416e005846cb758c3f58befcbb532023cc28a4e97fa690f44b26addf9,2814,1,research/evidence/runs/es_opening_range_failed_breakout_trend_orderflow/or15_full_session_signed_trend_reclaim_1530/ES/rescue1/run_manifest.json,0
4ad55165355daf54c3351c8011f5b13ebc9c61e91109e00713a751af673d8f27,6024,1,research/evidence/runs/es_term_structure_lead_lag_feedback/afternoon_confirmed_spread_feedback_1400/ES/rescue1/effective_config.yaml,0
4adb54c7ca1e87be9e0fb8fbf11b338406ac812c0309de0b96870df42da11909,37,1,research/evidence/runs/nq_archive_intraday_momentum_retest/priority_short1030_long1130_base/NQ/run1/run_uid.txt,0
4ade1079245d689cc2a69cb8543da9654d695367420098cbf335b03dece15381,25377,1,research/evidence/runs/es_prior_day_stop_run_reclaim/morning_prior_high_reject_short/ES/stop_widen_rescue1/limited_core_grid_test/stage_result.json,0
4ae20bf8aaa7a012d2b021f7cc4a59fa8c90ff90d0bbb7108b96e71a63047460,8091,1,research/evidence/runs/es_prior_value_area_orderflow_rejection/morning_signed_vah_rejection_short/ES/run1/source_config.yaml,0
4ae6fe47da833bde2e8dfe13d1fb37e852eee7405e7dfffd7baa88b84742f53e,37,1,research/evidence/runs/es_term_structure_lead_lag_feedback/late_day_two_sided_spread_feedback_1530/ES/rescue1/run_uid.txt,0
4ae95691533c837ba89da61fba16b40651de3f574a24b1c8413c5c53b52f5369,37,1,research/evidence/runs/nq_high_semivariance_mes_trend_pullback_crowding/morning15_trade_high_downside_window_1130/NQ/run1/run_uid.txt,0
4af4a6cb0c7db3b6b362aaa1163c5270af83e0196b2de7f66ac7c11f1d55eb2d,13269,1,research/evidence/runs/es_turn_of_month_seasonality/classic_turn_window_1000_long/ES/run1/limited_core_grid_test/stage_result.json,0
4af561efc33dd7c8457392b857141b1339139c03f48d65161e72ad0441f3eeb1,2528,1,research/evidence/runs/nq_aqr_bab_factor_state/low_bab_z63_rebound_long_1100/NQ/run1/run_manifest.json,0
4af7c0235df15c43ea8730c3d388a2f8b41af8166adf31a6cb9bfd1dca34cc1f,8754,1,research/evidence/runs/nq_cboe_put_call_sentiment_intraday/low_equity_pc_long_1000/NQ/run1/limited_monkey_test/stage_result.json,0
4af915fbcbb5873ffbb0ef0b58ae7d250b21883094b5e4b5258ac89114389ccf,32514,2,research/evidence/runs/es_sector_rotation_orderflow_pullback/cyclical_vwap_reclaim_signed_long_1400/ES/run1/campaign_test_summary.json,32514
4b00f6fce0d7104651162ce4751996bf999981aef63df39d3c3147c5a5819f48,30155,2,research/evidence/runs/es_dollar_risk_appetite_intraday/dollar_up_risk_off_short_1000/ES/tp_min_rr_rescue1/campaign_test_summary.json,30155
4b010bdf289e3c9a73848fc2559ee8801203f062ef56bcdd8ea2b01f95eb8bd3,24174,1,research/evidence/runs/nq_cboe_vix_level_state_intraday/vix_spike_riskoff_short_1130/NQ/run1/limited_core_grid_test/stage_result.json,0
4b0c360b9731cddfde3cf9a0cf4b5402e83d5188c8084b8470c1bd815c00ef30,25605,2,research/evidence/runs/es_prior_value_area_orderflow_rejection/morning_signed_vah_rejection_short/ES/rescue1/campaign_test_summary.json,25605
4b1388d8a1eeb71ef608e9be893e64a88c213cddfeea9ceed0d62835ea011ab7,18631,1,research/evidence/runs/es_prior_value_area_orderflow_acceptance/morning_signed_vah_acceptance_long/ES/rescue1/limited_core_grid_test/stage_result.json,0
4b1df55870477e9a30ada28f04263afd99d0ace5f9b1f0ed3fb549745df4d77b,7935,1,research/evidence/runs/nq_archive_intraday_momentum_retest/long_only_1030_strength_efficiency/NQ/run1/source_config.yaml,0
4b1e851c4c9c49ee107315bcdeb59d9906e0cd573d7410589049bb71f9d0ecca,9318,1,research/evidence/runs/es_trend_filtered_mes_participation_crowding/morning_notional_trend_pullback_reversal_1030/ES/run1/limited_monkey_test/stage_result.json,0
4b1ea2334db6399eae1208aa28bd787f321d31a4fd1ca454d62c4a51f12dc923,12866,1,research/evidence/runs/es_vpin_toxicity_continuation/baseline_high_toxicity_positive_ret_long_1330/ES/run1/limited_core_grid_test/stage_result.json,0
4b20356ac675a40456b79c3ba1c555e6fbeefafd8016f71c476774ed69ca486d,18903,1,research/evidence/runs/es_prior_session_flip_retest_orderflow/late_morning_large10_absorbed_two_sided_flip/ES/rescue1/limited_core_grid_test/stage_result.json,0
4b213ba3f0481a25a141cbdb5d939b71d3b126d16d0e7c6f4ec30d27e92347fd,7000,1,research/evidence/runs/nq_implied_correlation_orderflow_confirmation/shortterm_corr_1200_signed_flow_short/NQ/run1/source_config.yaml,0
4b2a0a460e1e8a0a99092ad811b129b20fb584fcb9521503b6144b1018dd3854,17911,2,research/evidence/runs/es_prior_level_delta_dislocation/pdl_sell_absorption_long/ES/rescue1/campaign_test_summary.json,17911
4b2a3d264de8f9914512a34ca8019a8f17ccfc35654aa2e48b10cb3ae8e74b78,37,1,research/evidence/runs/es_trend_filtered_mes_participation_crowding/morning_notional_trend_pullback_reversal_1030/ES/run1/run_uid.txt,0
4b3e245b9f59019b6a1993091546c950e3f70b55d3d0658fb18cd382c0234244,25195,2,research/evidence/runs/es_semivariance_orderflow_confirmation/downside_share_signed_multitime_short/ES/run1/campaign_test_summary.json,25195
4b42581adde62159a300e813f0a56fbdf3f60fb65beedc145a28c6c0dff5ef9f,37,1,research/evidence/runs/es_late_day_intraday_momentum/first30_to_last30_two_sided/ES/run1/run_uid.txt,0
4b42899ebdbc74c60844ec1ccd310661302a5bfd40037f39005e0220e7b4f9be,44313,2,research/evidence/runs/es_vwap_pullback_continuation/midday_trend_reclaim_two_sided/ES/stop_widen_rescue1/campaign_test_summary.json,44313
4b4e863498250cb588cf6b642690c610ae4e0370af429b55a487d3460a3dbc14,4540,1,research/evidence/runs/es_cboe_put_call_sentiment_intraday/high_equity_pc_short_1030/ES/run1/effective_config.yaml,0
4b54be7a2fe1406f45b5dd88f95fff9a86ef380f3e72e12676e6937742efc99a,12354,1,research/evidence/runs/es_rolling_stat_envelope_orderflow_reversion/afternoon_5m_large20_24bar_reversion_1500/ES/stop_widen_rescue1/effective_config.yaml,0
4b570215d983403e564ad1d072814a2a1f0be8045c0be223bfbc6ed72cf27b8c,7094,1,research/evidence/runs/es_market_structure_pivot_trend_bias/midday_5_15_30_first_bias_1200_1500/ES/run1/source_config.yaml,0
4b585e41aca67d755ba370f1c6e2d40b40ede2435ba6f4286da95965bbf86a65,25662,1,research/evidence/runs/nq_es_relative_value_orderflow_absorption_reversion/late_morning30_two_sided_absorption_1130/NQ/run1/limited_core_grid_test/stage_result.json,0
4b5b074b977019a62a9963f7a0441d9cfff5e16a2b399865b7984354e3b0ffa5,19239,1,research/evidence/runs/es_rolling_range_orderflow_sweep_reversal/afternoon_signed_24bar_sweep_reclaim_1500/ES/rescue1/limited_core_grid_test/stage_result.json,0
4b5c96228a994f42fa726f9ff06477b38a9e01e6654185f29a747830f1fdbe3b,7885,1,research/evidence/runs/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/rescue1/source_config.yaml,0
4b63d5ecaa0ae86f77f5c4ea59c035bf7eb13450f0ff23757fe8da633dcfdb18,24696,1,research/evidence/runs/nq_sloos_bank_lending_survey_state/confirmed_ci_demand_strength_long_1330/NQ/run1/limited_core_grid_test/stage_result.json,0
4b732318c099c5f52780816431ced194b4a298ca644ed99b184ca03b8415c9d7,7896,1,research/evidence/runs/es_epu_policy_uncertainty_intraday/low_epu_long_1030/ES/tp_min_rr_rescue1/source_config.yaml,0
4b7bf054920462fd1214357ed0b8bb77ac7b456348155f068c9366c074df0eef,8957,1,research/evidence/runs/nq_opening_drive_mes_crowding_reversal/od30_notional_failed_extension_reversal_1300/NQ/run1/source_config.yaml,0
4b7cd1e8966b126e4cb7ef10e3e5f90a84cf57f448ba8e8ffb14e2cec34d97b4,13800,1,research/evidence/runs/es_mes_participation_crowding_reversion/morning_notional_down_reversal_long_1030/ES/run1/limited_core_grid_test/stage_result.json,0
4b7dc088684d1e421d1855385c577a4f30b09c77291d7e07d9879280aafdd199,11129,1,research/evidence/runs/es_pivot_filtered_prior_value_area_acceptance/morning_signed_vah_pivot_acceptance_long/ES/run1/effective_config.yaml,0
4b83972d82c2c1685bc8439371df10c67d4905a142fdfc4fd536d41a48a2a09d,7671,1,research/evidence/runs/nq_epu_policy_uncertainty_intraday/rising_epu_short_1130/NQ/run1/source_config.yaml,0
4b844903b4687f57b46ab9fb7f80c4c756b0ba03c721cec2935fd27b232376d6,37,1,research/evidence/runs/es_usdjpy_safe_haven_spillover/weak_yen_long_1200/ES/tp_min_rr_rescue1/run_uid.txt,0
4b8627883ecd06a85dd6a747a358c655aa2f932411531f952f0de6409afdbab8,9573,1,research/evidence/runs/nq_sloos_bank_lending_survey_state/strong_ci_small_demand_long_1030/NQ/run1/effective_config.yaml,0
4b86a44b0c64eca88d9a0e9d20759b5e821f00644ea909e9db739ffdcec578ec,2477,1,research/evidence/runs/es_bankruptcy_distress_regime_reversion/total_ch11_z_prior_up_short_1330/ES/run1/run_manifest.json,0
4b873a37dd5019b71644b7c90c92136c0e2442ca6ffe1e598c62a87d23225a76,8013,1,research/evidence/runs/nq_orderflow_impulse_reversal/early_5m_impulse_reversal_1000/NQ/run1/source_config.yaml,0
4b8a6b5732fb542ac0ca02c5ee0f2aab9838f1bc148b9d76a566195b09154143,37,1,research/evidence/runs/nq_cboe_vix_level_state_intraday/vix_crush_rebound_long_1200/NQ/run1/run_uid.txt,0
4b8b5ef7ac86ac6db697fa5ab29db35dacf1ed2b97a8a0efd5b7dcf607f37826,37,1,research/evidence/runs/es_chicagofed_cfnai_activity_pullback/ma3_activity_weak_pullback_long_1130/ES/run1/run_uid.txt,0
4b8b669e17f3ab19fabbf8582d83a8af4d2f748c0b6dcd028690b63177761822,2449,1,research/evidence/runs/es_turn_of_month_seasonality/early_month_first_days_1000_long/ES/rescue1/run_manifest.json,0
4b8dcccb04ceef76189ffbf2bdcf54e0e0c6c2a90dcfe2a63b942f56ae1551e0,6927,1,research/evidence/runs/es_true_vap_aoi_breakout_continuation/prior_extreme_large10_true_vap_two_sided_1500/ES/run2/source_config.yaml,0
4b8f3fc566fc5b95f22a49a07c756da38244296aac6ce55a941d2f45269777ce,8851,1,research/evidence/runs/es_import_export_price_pressure/import_disinflation_large20_long_1430/ES/rescue1/source_config.yaml,0
4b911993c43d65d8de4e248c94d167fe652f6620bcbfade22d622024eec1fd0f,13396,1,research/evidence/runs/es_mes_micro_flow_divergence_reversion/morning_mes_buy_pressure_reversion_short/ES/mes_data_refresh_rescue1/limited_core_grid_test/stage_result.json,0
4b93122d8ecd6c0f3248896a512e6ec580a0082b749ebed65c8a08af9ab62797,31364,2,research/evidence/runs/nq_housing_construction_state/multifamily_starts_weakness_short_1200/NQ/run1/campaign_test_summary.json,31364
4b9ec1bd924d3741b1032d336611bf361e2ac1578ede1da16635bd99998a06df,11336,1,research/evidence/runs/es_morning_trend_lunch_reversal_orderflow/early_afternoon_large20_two_sided_reversal_1400/ES/rescue1/effective_config.yaml,0
4ba0214042a7fd22d0d218975fed5ef8b33a9baec2c8f81e6a768fa008d11a6f,9787,1,research/evidence/runs/es_opening_drive_mes_crowding_reversal/od30_notional_failed_extension_reversal_1300/ES/tp_min_rr_rescue1/source_config.yaml,0
4ba4572e8d514fe3f669c8705ed272190afebe6531076923fe6075e5fc1125c4,4592,1,research/evidence/runs/es_finra_margin_leverage/rapid_margin_3m_expansion_short_1130/ES/run1/source_config.yaml,0
4ba5e2d5ede9209a91f73773d4e37a9c0580678df6d2d54ab43e15b1e234c1f0,12993,1,research/evidence/runs/es_realized_semivariance_asymmetry/high_goodvol_fade_short_1200/ES/rescue1/limited_core_grid_test/stage_result.json,0
4ba72112bcb001f8bd6d6dc501e8575f25869d9a0d940986772422c2eab56d68,9010,1,research/evidence/runs/es_mes_micro_flow_divergence_reversion/morning_mes_buy_pressure_reversion_short/ES/mes_data_refresh1/effective_config.yaml,0
4bb6c5939780291b9d2a6bac11d51a851734097909576fa973e0b094a8e06b1a,26009,1,research/evidence/runs/es_intraday_invariance_dislocation_reversion/full_session_15m_two_sided_dislocation_fade_1530/ES/run1/limited_core_grid_test/stage_result.json,0
4bb88ac0e5432bf1c41b2ef884974e5c767d5af4ea3128b84b711b0d5c75cba4,2643,1,research/evidence/runs/nq_round_number_orderflow_barrier/round_number_upside_flow_breakout_long/NQ/run1/run_manifest.json,0
4bb8c82b26ce0862ead249d14f58397bd8f6f45a62e9f9223a0ab40638d73421,8916,1,research/evidence/runs/es_opening_drive_vwap_orderflow_pullback/drive60_large20_pullback_1430/ES/tp_min_rr_rescue1/source_config.yaml,0
4bb9bdb85bdc079847a20f559952120d7b226d8d12cb9e38e0b56061ff266660,37,1,research/evidence/runs/es_dollar_risk_appetite_intraday/dollar_up_risk_off_short_1000/ES/rescue1/run_uid.txt,0
4bbed57d8eb5ad93abf1b1104212b4b61e2e6a5398328cff975900a3bd8ff2ac,18821,1,research/evidence/runs/es_session_open_orderflow_reclaim/afternoon_large20_down_open_reclaim_long/ES/rescue1/limited_core_grid_test/stage_result.json,0
4bca66d7d5f78dfbbd1f9e05f74ec4f7e4c2e2bba0ed984a9607164dbf11f86c,7382,1,research/evidence/runs/es_session_open_orderflow_reclaim/afternoon_large20_down_open_reclaim_long/ES/run1/source_config.yaml,0
4bd952d76719541b84016d5c27b0190672969c41a489f314d63dc4ae5d7dc103,2585,1,research/evidence/runs/es_gao_last_half_hour_orderflow_confirmation/first30_broad_large_alignment_1530/ES/run1/run_manifest.json,0
4bdb8fc53e4621ca82f05cb8c67c0493b1e8a2f01972161d0db43dd425fe32dc,37,1,research/evidence/runs/nq_vwap_pullback_continuation/midday_trend_reclaim_two_sided/NQ/run1/run_uid.txt,0
4be3aceb6532c631abbdc17627aee358dcab9b875c6bfcd641cee1736deb2510,8239,1,research/evidence/runs/es_cftc_tff_hedging_pressure/broad_negative_pressure_short_1100/ES/tp_min_rr_rescue1/source_config.yaml,0
